image;Majority Human;GPT-4o;GPT-4o Explanation
nicola_beer/2021-09-21_18-55-06_UTC_1.jpg;Campaign Event;Campaign Event;The image shows a person speaking at a podium with a banner in the background, indicating a formal setting typical of a campaign event.
olafscholz/2021-09-24_11-51-14_UTC_2.jpg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage with campaign banners in the background, indicating a formal gathering or rally.
spdde/2021-09-24_16-19-58_UTC.jpg;Campaign Event;Campaign Event;The image shows a person speaking to a large crowd in an outdoor setting, indicating a public gathering or rally. This aligns with the characteristics of a campaign event, where a politician addresses an audience.
robert.habeck_23-09-2021_00:00_image9.jpeg;Campaign Event;Campaign Event;The image shows a person speaking to a crowd, indicating a public gathering or rally. The presence of an audience and the context of addressing climate issues suggest it is part of a political event.
christlichsozialeunion/2021-09-17_18-25-15_UTC_6.jpg;Campaign Event;Campaign Event;The image shows a formal gathering with speakers on a stage, indicating a political event.
armin_laschet_22-09-2021_00:00_video10.jpeg;Campaign Event;Campaign Event;The image shows a political event with a stage and speakers, indicating a formal gathering or rally.
robert.habeck_25-09-2021_00:00_video1.jpeg;Campaign Event;Campaign Event;The image shows a live performance on a stage with an audience, indicating a public event setting.
cdu_19-09-2021_00:00_video5.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage with a backdrop featuring a political party logo, indicating a formal public setting typical of campaign events.
markus.soeder/2021-09-24_06-15-09_UTC.jpg;Media Work;Media Work;The image shows a person in a formal setting, likely a TV studio, which suggests it is part of a media appearance or interview.
cdu_25-09-2021_00:00_image0.jpeg;Media Work;Campaign Event;The images depict a formal event with politicians interacting in front of a virtual audience, suggesting a campaign event setting.
die_gruenen/2021-09-12_20-32-06_UTC.jpg;Media Work;Media Work;The image shows a person in a formal setting, likely during a media appearance such as a TV interview or talk show.
dielinke_25-09-2021_00:00_video6.jpeg;Social Media Moderation;Campaign Event;The image shows a large group of people gathered in a public space, likely for a demonstration or rally, which is indicative of a campaign event.
cdu_13-09-2021_00:00_video7.jpeg;Social Media Moderation;Behind The Scenes;The image shows a person speaking in a casual setting with a 'Backstage' label, indicating a behind-the-scenes context.
spdde_18-09-2021_00:00_video1.jpeg;Social Media Moderation;Social Media Moderation;The image shows a person speaking directly to the camera in a casual setting, which suggests a personal and informal interaction typical of social media engagement.
spdde_13-09-2021_00:00_video7.jpeg;Social Media Moderation;Social Media Moderation;The image shows a person speaking directly to the camera in a casual setting, likely for social media engagement.
spdde_19-09-2021_00:00_video3.jpeg;Social Media Moderation;Campaign Event;The image shows a person speaking in front of a stage setup, likely at a political event or rally, which is characteristic of a campaign event.
die_gruenen_25-09-2021_00:00_video12.jpeg;Social Media Moderation;Social Media Moderation;The image shows a person engaging directly with the camera in a casual setting, likely for social media purposes. The informal and spontaneous nature of the interaction suggests it is intended for direct communication with an online audience.
armin_laschet/2021-09-12_20-45-47_UTC.jpg;Media Work;Media Work;The image shows a person in a formal setting, likely during a media appearance or interview, indicated by the professional attire and the presence of microphones.
christlichsozialeunion_21-09-2021_00:00_video1.jpeg;Media Work;Media Work;The image shows a setup for a meeting or conference with a banner in the background, suggesting a formal setting. This aligns with media coverage or preparation for a media event.
olafscholz_13-09-2021_00:00_video0.jpeg;Campaign Event;Campaign Event;The image shows a group of people holding campaign banners and signs outside a studio, likely in anticipation of a televised debate or event. This setting suggests a public gathering related to a political campaign.
robert.habeck/2021-09-15_19-03-35_UTC_4.jpg;Campaign Event;Campaign Event;The image shows a crowd gathered in a public space, likely attending a political event or rally, which is characteristic of a campaign event.
robert.habeck_22-09-2021_00:00_image4.jpeg;Campaign Event;Campaign Event;The image shows a group of people gathered, likely at a public event, with text overlay describing the event as a democratic space. This suggests it is part of a public gathering or rally.
robert.habeck_18-09-2021_00:00_image12.jpeg;Campaign Event;Campaign Event;The image shows an audience, likely at a political event, with a text overlay related to climate crisis, indicating a public gathering or rally.
afd.bund/2021-09-24_19-43-17_UTC_2.jpg;Campaign Event;Campaign Event;The image shows a large gathering of people with signs and balloons, indicating a political rally or demonstration. This setting aligns with a public event where political messages are being communicated.
armin_laschet/2021-09-25_12-43-21_UTC_4.jpg;Campaign Event;Campaign Event;The image shows a group of people holding campaign signs, indicating participation in a political rally or gathering.
robert.habeck_18-09-2021_00:00_image15.jpeg;Campaign Event;Campaign Event;The image shows a child on a bungee trampoline with a political party flag in the background, suggesting a casual, informal setting related to a campaign event. The text overlay adds a message related to fairness and safety, which aligns with campaign themes.
atesgurpinar/2021-09-19_08-42-11_UTC_1.jpg;Campaign Event;Campaign Event;The image shows a large gathering in a public square with banners and tents, indicating a political event or rally.
robert.habeck/2021-09-16_10-06-22_UTC_3.jpg;Campaign Event;Campaign Event;The image shows people gathered, possibly at an event, with one person holding an umbrella. This suggests a public gathering, likely a campaign event.
fw_bayern_22-09-2021_00:00_video0.jpeg;Social Media Moderation;Social Media Moderation;The image shows a person directly addressing the camera in a casual setting, likely for social media engagement.
fw_bayern_18-09-2021_00:00_video0.jpeg;Social Media Moderation;Social Media Moderation;The image shows an individual casually engaging with the camera in a non-formal setting, typical of social media interactions.
spdde/2021-09-24_17-55-02_UTC_5.jpg;Campaign Material;Campaign Material;The image shows a bag with campaign branding ('SPD') among fruit at a market, indicating the distribution or presence of campaign materials.
spdde/2021-09-24_17-55-02_UTC_2.jpg;Campaign Material;Campaign Material;The image shows a person putting up a campaign poster, which is a visual documentation of campaign paraphernalia.
abaerbock/2021-09-14_10-00-20_UTC_4.jpg;Campaign Event;Campaign Event;The image shows a large crowd gathered in a public space, likely for a political event or rally. This setting is typical of campaign events where politicians address the public.
armin_laschet_17-09-2021_00:00_video11.jpeg;Campaign Event;Campaign Event;The image shows a public square with people gathering, which suggests a political event or rally. The presence of a location tag and the context of a public space align with campaign activities.
grey_gor_14-09-2021_00:00_video0.jpeg;Review;Behind The Scenes;The image shows a computer screen with a website related to a council meeting, along with a keyboard. The text overlay indicates an ongoing faction meeting. This suggests a behind-the-scenes look at political work, not directly part of public-facing campaign activities.
christlichsozialeunion_24-09-2021_00:00_video5.jpeg;Behind The Scenes;Campaign Event;The image features text promoting a political event, with details about the location and participants, suggesting a campaign-related activity.
olafscholz/2021-09-18_11-33-33_UTC.jpg;Review;Review;The image shows individuals engaged in woodworking, which does not clearly fit into any of the predefined categories related to the election campaign. It appears to be more about vocational training or education rather than a campaign activity.
christlichsozialeunion/2021-09-15_13-08-15_UTC.jpg;Review;Media Work;The image shows a person in a formal setting, likely for a media appearance or interview, given the professional attire and setup.
susanne_hennig_wellsow_24-09-2021_00:00_video2.jpeg;Review;Campaign Event;The image shows a panel discussion or formal gathering with multiple speakers, which is typical of a campaign event.
engin_eroglu__17-09-2021_00:00_video0.jpeg;Review;Review;The image shows a building with text overlay about a plenary session, suggesting an official setting. However, it lacks specific elements to clearly categorize it as a campaign event or media work.
abaerbock_23-09-2021_00:00_image1.jpeg;Review;Review;The image shows a building in Karlsruhe with text indicating a personal trip, but it lacks clear campaign-related elements or context.
markus.soeder_18-09-2021_00:00_video2.jpeg;Review;Campaign Event;The image shows a setting for a speech or event, likely part of a political campaign tour, indicated by the text about a speech in Schweinfurt. The presence of a stage or platform suggests a formal gathering.
abaerbock_26-09-2021_00:00_video3.jpeg;Review;Collage;The image features a sunflower with text promoting the Green party, which suggests a composed visual element typical of campaign promotion.
robert.habeck_26-09-2021_00:00_video2.jpeg;Review;Review;The image shows a street scene with people walking, and text indicating a location in Flensburg. There is no clear indication of a campaign event, media work, or other specific campaign-related activity. It seems to be a general scene without specific campaign elements.
nicola_beer_24-09-2021_00:00_image3.jpeg;Campaign Material;Campaign Event;The image shows a public gathering with media presence, indicating a formal event related to the campaign.
nicola_beer_24-09-2021_00:00_video9.jpeg;Campaign Material;Campaign Event;The image shows a group of people standing together in a public space with campaign-related text and tags, indicating a political gathering or event.
markus.soeder/2021-09-17_11-45-11_UTC_2.jpg;Review;Behind The Scenes;The image shows two individuals in a casual setting, sharing a meal and engaging in conversation. This setting suggests a more informal, candid moment rather than a public-facing event.
spdde/2021-09-14_15-07-56_UTC.jpg;Review;Media Work;The image features a person with a microphone, suggesting a media-related context, and includes text at the top, which is typical of media work or social media content.
saskiaesken_17-09-2021_00:00_image3.jpeg;Review;Behind The Scenes;The image shows a person speaking in a casual setting, possibly during a discussion or meeting, with text overlay providing context about cultural policies. This setting and the informal nature suggest a behind-the-scenes look at campaign activities.
robert.habeck_23-09-2021_00:00_image7.jpeg;Behind The Scenes;Social Media Moderation;The image shows a casual, informal interaction, likely intended for social media, where a politician is engaging with a dog. This setting suggests a personal and spontaneous moment, typical of social media moderation.
olafscholz_19-09-2021_00:00_image2.jpeg;Review;Individual Voter Contact;The image shows a young person with a text overlay indicating a question asked during a public interaction, suggesting a direct engagement with the public.
armin_laschet_21-09-2021_00:00_video5.jpeg;Media Work;Media Work;The image shows a politician speaking at a podium with a backdrop featuring a political party logo, indicating a formal setting typical of a press conference or media event.
cdu_21-09-2021_00:00_video2.jpeg;Media Work;Media Work;The image shows a politician speaking at a press conference with a branded backdrop, which is typical of media coverage.
armin_laschet_13-09-2021_00:00_video5.jpeg;Media Work;Media Work;The image shows a politician in a formal setting, likely during a televised debate or interview, with text promoting where to find the broadcast. This aligns with media coverage.
cdu/2021-09-12_19-01-42_UTC.jpg;Media Work;Collage;The image contains a combination of text and graphic elements, resembling a composed visual typically used for promotional or explanatory purposes.
armin_laschet_23-09-2021_00:00_image1.jpeg;Media Work;Media Work;The image is a screenshot from an online news article featuring an interview with a politician. It includes the publication's logo and a headline, indicating media coverage.
christlichsozialeunion_13-09-2021_00:00_video2.jpeg;Media Work;Media Work;The image is a screenshot of a tweet discussing a political issue involving Olaf Scholz, with a link to an article. This indicates media coverage and interaction with traditional media outlets.
armin_laschet_20-09-2021_00:00_video2.jpeg;Media Work;Media Work;The image is a still from a TV interview or debate, featuring a politician speaking on a broadcast channel, which aligns with media coverage.
markus.soeder_24-09-2021_00:00_video0.jpeg;Media Work;Media Work;The image is a screenshot from a media outlet (ZDF) featuring a politician in an interview, which is typical of media coverage.
spdde_21-09-2021_00:00_video0.jpeg;Media Work;Media Work;The image is a screenshot from a TV broadcast featuring a political debate, which is typical of media coverage.
armin_laschet_20-09-2021_00:00_video3.jpeg;Media Work;Media Work;The image shows a politician during a TV interview or debate, which is typical of media coverage.
die_gruenen_20-09-2021_00:00_image6.jpeg;Media Work;Media Work;The image shows a politician on a screen, likely from a TV broadcast or interview, with text discussing political topics. This aligns with media coverage.
armin_laschet_21-09-2021_00:00_video0.jpeg;Media Work;Media Work;The image is a still from a TV interview or talk show featuring a politician, which fits the description of media coverage.
cdu_23-09-2021_00:00_video2.jpeg;Behind The Scenes;Individual Voter Contact;The image shows a group of people walking in a public area, possibly during a campaign tour or visit, which suggests informal engagement with the public.
spdde/2021-09-13_10-51-14_UTC_1.jpg;Collage;Collage;The image features a composed layout with text, a logo, and a photograph, which is characteristic of a collage used for promotional purposes.
spdde/2021-09-20_12-42-02_UTC_2.jpg;Collage;Collage;The image contains a block of text with a personal story and a political message, likely used for promotional or explanatory purposes.
robert.habeck_23-09-2021_00:00_video3.jpeg;Collage;Social Media Moderation;The image shows a casual interaction, likely part of a social media post, where individuals are engaged in a conversation. The setting appears informal and personal, typical of content shared directly with followers.
spdde_26-09-2021_00:00_video0.jpeg;Collage;Collage;The image is a highly composed visual with text and graphic elements, typical of promotional or explanatory materials.
atesgurpinar/2021-09-24_11-50-25_UTC.jpg;Collage;Collage;The image contains a combination of visual elements, including a photograph, text, and a logo, which are typical features of a collage used for promotional or explanatory purposes.
fw_bayern/2021-09-25_05-10-14_UTC.jpg;Collage;Collage;The image features a composed design with text, a logo, and a photograph, which is characteristic of promotional material. It is not a real-world event photo but rather a designed piece for campaign purposes.
olafscholz/2021-09-24_19-32-36_UTC.jpg;Collage;Campaign Material;The image consists of a simple text message on a solid background, which is typical of campaign material used for promotional purposes.
cdu/2021-09-12_19-45-25_UTC.jpg;Collage;Collage;The image features a composed layout with text and a logo, typical of promotional material designed to convey a specific message or announcement.
spdde/2021-09-17_09-18-30_UTC.jpg;Collage;Collage;The image features a composed design with text and graphic elements, such as a party hat and an emoji, which are typical of a collage. It is not a photograph of a real-world event but rather a promotional or celebratory graphic.
cdu/2021-09-13_15-31-45_UTC.jpg;Collage;Collage;The image is a composed graphic with text and a logo, listing various policy packages. It is not a photograph of a real-world event but a promotional visual.
atesgurpinar/2021-09-21_14-45-46_UTC_4.jpg;Collage;Collage;The image is a composed graphic with text and design elements, typical of promotional or explanatory materials.
engin_eroglu_/2021-09-13_15-00-22_UTC_2.jpg;Collage;Collage;The image is a composed graphic with text and logos, typical of promotional or informational materials, rather than a photograph of a real-world event.
fdp/2021-09-23_13-15-04_UTC.jpg;Collage;Collage;The image features a composed layout with a photograph, text, and graphic elements, typical of promotional or explanatory materials.
fdp/2021-09-24_10-01-04_UTC.jpg;Collage;Collage;The image is a collage featuring text, logos, and multiple smaller pictures of individuals. It is highly composed and used for promotional purposes.
cdu/2021-09-19_15-47-44_UTC.jpg;Collage;Collage;The image is a composed graphic with text and a logo, promoting a TV event featuring a political figure. It is not a photograph of a real-world event but rather a promotional material.
cdu/2021-09-23_08-30-03_UTC.jpg;Collage;Collage;The image is a composed graphic with text and symbols, promoting a political message. It is not a photograph of a real-world event.
die_gruenen/2021-09-16_13-34-10_UTC_1.jpg;Collage;Collage;The image is a composed visual with text, logos, and a thematic message, typical of promotional material.
armin_laschet/2021-09-24_18-27-21_UTC.jpg;Collage;Collage;The image features a politician speaking at a podium with text overlay, which is typical of a composed promotional image.
christlichsozialeunion/2021-09-20_13-23-24_UTC_1.jpg;Collage;Campaign Material;The image consists of text and a logo, which are typical elements of campaign materials designed to convey a specific message or slogan.
fdp/2021-09-24_08-01-16_UTC.jpg;Collage;Collage;The image contains a combination of text, graphics, and logos, which are typical elements of a collage used for promotional or explanatory purposes.
cdu/2021-09-13_14-31-41_UTC.jpg;Collage;Collage;The image contains a combination of text and graphic elements, typical of a promotional or informational collage used in campaigns.
christlichsozialeunion/2021-09-22_14-02-34_UTC.jpg;Collage;Collage;The image contains a combination of visual elements, including text and logos, promoting a political message. It is designed for promotional purposes.
fdp/2021-09-24_16-01-51_UTC.jpg;Collage;Collage;The image contains a combination of visual elements, including text and a prominent symbol, which is characteristic of a collage used for promotional purposes.
die_gruenen/2021-09-15_12-42-23_UTC_2.jpg;Collage;Collage;The image contains a combination of text and a logo, which is typical of promotional or explanatory materials used in campaigns. It is not a photograph of a real-world event but a composed graphic.
dielinke/2021-09-21_11-23-59_UTC.jpg;Collage;Collage;The image is a composed visual with text and logos, typical of promotional material used to convey a political message.
spdde/2021-09-12_19-52-28_UTC.jpg;Collage;Collage;The image is a composed graphic with text and repeated visual elements, typical of promotional materials.
fdp/2021-09-25_07-01-29_UTC_2.jpg;Collage;Collage;The image is a highly composed collection of various visual elements, including text, symbols, and logos, arranged in a grid format. This composition is typical of a collage, used for promotional or explanatory purposes.
olafscholz/2021-09-25_16-17-50_UTC.jpg;Collage;Collage;The image features a composed design with text and a prominent figure, typical of promotional materials.
cdu/2021-09-26_10-45-51_UTC.jpg;Collage;Collage;The image contains text and design elements typical of a promotional graphic, with no real-world photographic content.
cdu/2021-09-26_06-17-33_UTC.jpg;Collage;Collage;The image contains a combination of text and a logo, which is characteristic of a composed visual element used for promotional purposes.
cdu/2021-09-12_19-31-39_UTC.jpg;Collage;Collage;The image is a composed graphic with text and logos, designed to convey a political message. It does not depict a real-world event but is used for promotional purposes.
fw_bayern_16-09-2021_00:00_image1.jpeg;Collage;Behind The Scenes;The image shows a setup for a panel discussion with text overlay describing the event. It includes a reserved seat and materials related to the discussion, indicating preparation for a formal event.
die_gruenen_23-09-2021_00:00_video2.jpeg;Collage;Collage;The image contains text and graphic elements, such as icons and arrows, which are typical of a composed visual used for promotional or explanatory purposes.
engin_eroglu__17-09-2021_00:00_image4.jpeg;Collage;Campaign Event;The image shows a group of people posing in front of a banner for a political party, indicating a formal gathering or event related to the campaign.
engin_eroglu__25-09-2021_00:00_video1.jpeg;Collage;Campaign Material;The image contains a combination of text and graphic elements promoting a political message, typical of campaign materials.
cdu_23-09-2021_00:00_video8.jpeg;Collage;Collage;The image is a composed graphic featuring a slot machine with emojis and text, which is characteristic of a collage.
abaerbock_16-09-2021_00:00_image5.jpeg;Collage;Collage;The image contains a combination of text and visual elements, including a question and detailed policy explanation, which is typical of a collage used for promotional or informational purposes.
abaerbock_13-09-2021_00:00_image3.jpeg;Collage;Media Work;The image shows a politician speaking at a podium, likely during a debate or formal event, with a quote overlaid. This setting suggests a media-related context.
engin_eroglu__18-09-2021_00:00_video0.jpeg;Collage;Collage;The image features a combination of text and visual elements, including a poll result and commentary, which is characteristic of a composed image used for engagement or informational purposes.
christlichsozialeunion_23-09-2021_00:00_video11.jpeg;Collage;Social Media Moderation;The image features a playful overlay with various icons and text, suggesting a casual and interactive social media post. It does not fit into formal campaign categories and seems to engage directly with the audience in a lighthearted manner.
christianlindner_24-09-2021_00:00_image2.jpeg;Collage;Collage;The image promotes a televised election event, featuring text and a composed layout typical of promotional materials.
christlichsozialeunion_26-09-2021_00:00_image2.jpeg;Collage;Collage;The image is a composed graphic with text and logos, typical of promotional material used in campaigns.
engin_eroglu__24-09-2021_00:00_video1.jpeg;Collage;Collage;The image features a composed visual element with text and symbols, typical of promotional or explanatory materials.
fw_bayern_18-09-2021_00:00_image2.jpeg;Collage;Collage;The image is a promotional graphic for a campaign event, featuring text, images of candidates, and event details, which fits the description of a collage.
spdde_20-09-2021_00:00_image4.jpeg;Collage;Collage;The image is a collage featuring multiple visual elements, including text, hashtags, and images of politicians. It is designed for promotional purposes.
nicola_beer_24-09-2021_00:00_video10.jpeg;Collage;Campaign Event;The image shows a group of people, likely politicians, interacting in a public space with campaign materials visible, suggesting a campaign event setting.
afd.bund_22-09-2021_00:00_video1.jpeg;Collage;Media Work;The image appears to be a screenshot or still from a video related to a campaign event, as indicated by the text 'Wahlkampf in Recklinghausen' and the presence of a timestamp. This suggests media coverage or documentation of a campaign activity.
fw_bayern_18-09-2021_00:00_video2.jpeg;Collage;Collage;The image is a composed graphic with text, logos, and a portrait, typical of promotional materials.
armin_laschet_16-09-2021_00:00_image0.jpeg;Collage;Media Work;The image shows two individuals at podiums, likely during a press conference or formal announcement, which is typical of media coverage. The presence of text promoting an agenda suggests a formal presentation.
markus.soeder_16-09-2021_00:00_video2.jpeg;Collage;Collage;The image features a composed layout with text and a logo, typical of promotional or explanatory content, fitting the 'Collage' category.
die_gruenen_25-09-2021_00:00_video40.jpeg;Collage;Collage;The image features a composed visual with text and a quote, which is characteristic of a collage used for promotional purposes.
die_gruenen_17-09-2021_00:00_image6.jpeg;Collage;Collage;The image features a question prompt with text and a graphic element, suggesting an interactive social media post designed to engage followers.
fw_bayern_25-09-2021_00:00_image3.jpeg;Collage;Collage;The image is a composed visual with text, logos, and a portrait, typical of promotional materials used in campaigns.
christlichsozialeunion_26-09-2021_00:00_image3.jpeg;Collage;Collage;The image is a composed visual with text, logos, and a prominent figure, typical of promotional material used in campaigns.
armin_laschet_22-09-2021_00:00_image1.jpeg;Collage;Collage;The image includes a combination of visual elements such as text, a logo, and a photograph, which are used for promotional purposes.
dielinke_25-09-2021_00:00_video8.jpeg;Collage;Collage;The image contains a combination of visual elements, including text and promotional content, which is characteristic of a collage.
fw_bayern_24-09-2021_00:00_video6.jpeg;Collage;Media Work;The image shows a person visiting a newspaper office, which is indicative of media interaction. The presence of a microphone and the mention of a newspaper suggest media coverage or engagement.
afd.bund_20-09-2021_00:00_image0.jpeg;Collage;Campaign Material;The image shows two individuals at a campaign stand with promotional materials, such as balloons and snacks, set up in a scenic outdoor location. This setting and the presence of campaign-related items suggest it is part of a campaign activity.
christlichsozialeunion_24-09-2021_00:00_video10.jpeg;Collage;Collage;The image is a composed graphic with text and visual elements, typical of promotional or explanatory materials.
fw_bayern_18-09-2021_00:00_video1.jpeg;Collage;Collage;The image is a composed graphic with text and a photo of a candidate, typical of promotional materials.
die_gruenen/2021-09-13_12-11-28_UTC.jpg;Collage;Campaign Material;The image shows individuals distributing campaign materials, such as flyers, while wearing branded masks and carrying bags with campaign logos. The text overlay and visual elements suggest promotional activity.
afd.bund_21-09-2021_00:00_video0.jpeg;Collage;Collage;The image contains a combination of text and logos, which is characteristic of a composed visual element used for promotional or explanatory purposes.
grey_gor_18-09-2021_00:00_video0.jpeg;Collage;Collage;The image contains multiple visual elements, including text, logos, and a photograph, which are combined in a composed manner typical of promotional or explanatory materials.
olafscholz_16-09-2021_00:00_image0.jpeg;Collage;Media Work;The image is a promotional graphic for a TV show featuring a politician, indicating media involvement and interaction with a traditional media outlet.
armin_laschet/2021-09-18_19-12-07_UTC_3.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting directly with a young voter, indicating a personal and informal engagement.
armin_laschet/2021-09-23_13-50-48_UTC_4.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician taking a selfie with a voter, indicating a personal interaction and direct engagement.
christianlindner/2021-09-17_19-33-56_UTC_7.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting directly with a voter, emphasizing personal engagement and connection.
armin_laschet/2021-09-13_17-02-10_UTC_2.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting with a crowd, holding a microphone, and engaging with people holding signs. This setting suggests a direct interaction with voters.
cdu_22-09-2021_00:00_image1.jpeg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting with a group of people in a public setting, suggesting direct engagement with voters.
spdde_20-09-2021_00:00_video7.jpeg;Individual Voter Contact;Behind The Scenes;The image shows a candid moment with a politician in a casual setting, likely after an event, interacting informally with others. The text overlay suggests a relaxed, behind-the-scenes atmosphere.
abaerbock_24-09-2021_00:00_video0.jpeg;Individual Voter Contact;Social Media Moderation;The image shows a politician in a casual setting, engaging with people in a personal manner. The informal atmosphere and direct engagement suggest a social media post aimed at connecting with the audience.
olafscholz_26-09-2021_00:00_video0.jpeg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting with people in a public setting, likely engaging with voters directly.
nicola_beer_24-09-2021_00:00_video3.jpeg;Individual Voter Contact;Campaign Event;The image shows a group of people gathered in a public space with campaign-related elements, such as a booth or stand, indicating a political event or gathering.
markus.soeder/2021-09-18_10-05-35_UTC_3.jpg;Individual Voter Contact;Campaign Material;The image shows individuals holding a campaign poster, which is indicative of campaign-related materials.
christianlindner/2021-09-21_14-50-34_UTC_3.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting directly with a voter in a public setting, indicating a personal engagement.
spdde/2021-09-24_17-55-02_UTC_7.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting with a child at a campaign booth, which is indicative of direct engagement with the public.
cdu/2021-09-25_13-50-24_UTC_4.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician engaging directly with people in a public setting, shaking hands and interacting closely, which is characteristic of personal voter contact.
abaerbock/2021-09-15_13-20-23_UTC_1.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting directly with a child, indicating a personal and informal engagement with the public.
cdu/2021-09-21_18-48-32_UTC_5.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting directly with people, suggesting a personal engagement with voters.
christlichsozialeunion_18-09-2021_00:00_video17.jpeg;Individual Voter Contact;Behind The Scenes;The image shows individuals in a stadium setting, likely preparing for or attending an event related to a political tour. This setting suggests informal interactions and preparations, fitting the 'Behind The Scenes' category.
fw_bayern_25-09-2021_00:00_image2.jpeg;Individual Voter Contact;Individual Voter Contact;The image shows a casual meeting setting with individuals engaging in a discussion, which is indicative of a direct interaction with constituents or community members. The informal setting and the presence of text suggesting feedback and discussion align with personal engagement.
abaerbock/2021-09-24_17-49-01_UTC_5.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician taking a selfie with voters, indicating direct, face-to-face engagement.
abaerbock/2021-09-24_11-50-01_UTC_2.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a group of people, including a politician, taking a selfie together. This indicates a personal interaction between the politician and voters, emphasizing direct engagement.
armin_laschet/2021-09-23_13-50-48_UTC_5.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting directly with children in a personal and informal manner, indicating a direct engagement with the public.
engin_eroglu__16-09-2021_00:00_video2.jpeg;Individual Voter Contact;Behind The Scenes;The image shows individuals walking in a hallway with a caption indicating a visit to the European Parliament. This suggests a behind-the-scenes look at a political activity.
armin_laschet_17-09-2021_00:00_image5.jpeg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting directly with a group of people, likely voters, in an informal setting. This suggests a personal engagement typical of individual voter contact.
armin_laschet_19-09-2021_00:00_image5.jpeg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting with a group of people, including children, in an outdoor setting. This suggests a direct, face-to-face engagement with the public, typical of personal interactions between politicians and voters.
abaerbock/2021-09-13_19-36-55_UTC_3.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician engaging directly with a young voter in a personal and informal manner, which is characteristic of individual voter contact.
cdu/2021-09-20_16-32-49_UTC_4.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician engaging in a friendly conversation with a group of people in an informal setting, suggesting direct interaction with voters.
nicola_beer/2021-09-22_14-59-21_UTC.jpg;Individual Voter Contact;Behind The Scenes;The image shows a group of people in a casual setting, likely indicating a behind-the-scenes moment or informal gathering rather than a public-facing campaign event.
saskiaesken/2021-09-25_15-04-13_UTC_2.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting directly with a small group of people in a public space, suggesting a personal engagement with voters.
cdu/2021-09-18_13-19-15_UTC_8.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting directly with a group of people, likely voters or constituents, in a personal and informal setting. This suggests a direct engagement with the public.
armin_laschet/2021-09-22_14-55-06_UTC_3.jpg;Individual Voter Contact;Behind The Scenes;The image shows a group of people sitting around a table, likely in a meeting or discussion setting. This setting suggests a more informal, behind-the-scenes look at a campaign-related activity.
abaerbock/2021-09-25_15-05-02_UTC_2.jpg;Individual Voter Contact;Individual Voter Contact;The image shows two individuals posing together in a casual setting, suggesting a personal interaction. This aligns with the category of 'Individual Voter Contact' as it emphasizes direct engagement.
armin_laschet/2021-09-23_13-50-48_UTC_6.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting directly with individuals, signing a book, which indicates a personal engagement with voters.
abaerbock_16-09-2021_00:00_image1.jpeg;Individual Voter Contact;Social Media Moderation;The image shows a casual interaction with text overlay, suggesting a personal and informal engagement, typical of social media content.
abaerbock_26-09-2021_00:00_image0.jpeg;Individual Voter Contact;Individual Voter Contact;The image shows a politician engaging with people in a casual setting, likely during a campaign event or informal interaction. The presence of a microphone suggests media coverage or a public interaction.
afd.bund_17-09-2021_00:00_video7.jpeg;Individual Voter Contact;Individual Voter Contact;The image shows people interacting casually in a public space, possibly engaging with supporters or fans. This suggests a more informal, personal interaction rather than a structured event.
spdde_19-09-2021_00:00_image0.jpeg;Individual Voter Contact;Collage;The image is a collage featuring multiple smaller pictures, text, and logos. It combines various elements to create a composed visual, typical of promotional or explanatory purposes.
afd.bund_17-09-2021_00:00_image5.jpeg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting directly with a voter, taking a selfie. This indicates a personal interaction and engagement with the public.
cdu_13-09-2021_00:00_video13.jpeg;Individual Voter Contact;Behind The Scenes;The image shows individuals in a casual setting, possibly discussing or preparing for an event, with a screen in the background displaying 'Das Triell'. This suggests a behind-the-scenes moment rather than a formal event or media work.
christianlindner_25-09-2021_00:00_image4.jpeg;Individual Voter Contact;Individual Voter Contact;The image shows a politician taking a selfie with a voter, indicating a personal interaction and direct engagement with the public.
