image;Majority Human;GPT-4o;GPT-4o Explanation
/content/images/upload_s3/robert.habeck_23-09-2021_00:00_image9.jpeg;Campaign Event;Campaign Event;The image shows a crowd at an event with a person speaking, indicating a political gathering or rally.
/content/posts/christlichsozialeunion/2021-09-17_18-25-15_UTC_6.jpg;Campaign Event;Campaign Event;The image shows a stage with people speaking at podiums, indicating a political event context.
/content/images/upload_s3/armin_laschet_22-09-2021_00:00_video10.jpeg;Campaign Event;Campaign Event;The image shows a stage with politicians speaking at a podium, indicating a formal political event.
/content/images/upload_s3/robert.habeck_25-09-2021_00:00_video1.jpeg;Campaign Event;Campaign Event;The image shows a stage with musicians performing, indicating a public event setting.
/content/images/upload_s3/cdu_19-09-2021_00:00_video5.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage with a backdrop featuring a political party logo, indicating a formal political event.
/content/posts/markus.soeder/2021-09-24_06-15-09_UTC.jpg;Media Work;Media Work;The image shows a person in a TV studio setting, likely during a media interview or talk show.
/content/images/upload_s3/cdu_25-09-2021_00:00_image0.jpeg;Media Work;Campaign Event;The image shows a politician interacting with others in front of a virtual audience, which suggests a formal event setting.
/content/posts/die_gruenen/2021-09-12_20-32-06_UTC.jpg;Media Work;Media Work;The image shows a person in a setting that resembles a TV studio or media interview environment.
/content/images/upload_s3/dielinke_25-09-2021_00:00_video6.jpeg;Social Media Moderation;Campaign Event;The image shows a crowd of people, likely at a political event or rally, with someone taking a selfie. This fits the context of a campaign event where there is a gathering of people.
/content/images/upload_s3/cdu_13-09-2021_00:00_video7.jpeg;Social Media Moderation;Social Media Moderation;The image shows a person speaking directly to the camera in a casual manner, likely in a non-studio setting, which aligns with the characteristics of social media moderation.
/content/images/upload_s3/spdde_18-09-2021_00:00_video1.jpeg;Social Media Moderation;Social Media Moderation;The image shows a person engaging directly with the camera in a casual manner, likely in a non-studio setting, which aligns with social media content.
/content/images/upload_s3/spdde_13-09-2021_00:00_video7.jpeg;Social Media Moderation;Social Media Moderation;The image shows a person engaging directly with the camera in a casual manner, likely in a non-studio setting, which aligns with social media interaction.
/content/images/upload_s3/spdde_19-09-2021_00:00_video3.jpeg;Social Media Moderation;Campaign Event;The image shows a person speaking in front of a stage setup, which is indicative of a political event context.
/content/images/upload_s3/die_gruenen_25-09-2021_00:00_video12.jpeg;Social Media Moderation;Social Media Moderation;The image shows a person engaging directly with the camera in a casual manner, likely in a non-studio setting, which aligns with social media interaction.
/content/posts/armin_laschet/2021-09-12_20-45-47_UTC.jpg;Media Work;Media Work;The image shows a person in a formal setting, likely a TV studio or media interview, given the professional attire and setting.
/content/images/upload_s3/christlichsozialeunion_21-09-2021_00:00_video1.jpeg;Media Work;Media Work;The image shows a setting that appears to be a meeting or conference room with a banner, suggesting a formal event or meeting context.
/content/images/upload_s3/olafscholz_13-09-2021_00:00_video0.jpeg;Campaign Event;Campaign Event;The image shows a group of people with banners and signs outside a building, likely in anticipation of a political event or debate. This setting suggests a gathering related to a campaign event.
/content/posts/robert.habeck/2021-09-15_19-03-35_UTC_4.jpg;Campaign Event;Campaign Event;The image shows a crowd of people gathered in a public space, likely attending an event. This aligns with the characteristics of a campaign event where spectators are present.
/content/images/upload_s3/robert.habeck_22-09-2021_00:00_image4.jpeg;Campaign Event;Campaign Event;The image shows a crowd of people, suggesting it is part of a public gathering or event. This aligns with the characteristics of a campaign event, where people gather to listen to speeches or participate in political activities.
/content/images/upload_s3/robert.habeck_18-09-2021_00:00_image12.jpeg;Campaign Event;Campaign Event;The image shows a crowd of people, including children, who appear to be attending an event. This suggests it is part of a larger gathering, likely a campaign event.
/content/posts/afd.bund/2021-09-24_19-43-17_UTC_2.jpg;Campaign Event;Campaign Event;The image shows a crowd gathered at an event with signs and balloons, indicating a political gathering or rally.
/content/posts/armin_laschet/2021-09-25_12-43-21_UTC_4.jpg;Campaign Event;Campaign Event;The image shows a crowd of people holding signs with political messages, indicating participation in a political event.
/content/images/upload_s3/robert.habeck_18-09-2021_00:00_image15.jpeg;Campaign Event;Campaign Event;The image shows a child on a bungee trampoline with a political party flag in the background, suggesting a public event setting. The presence of people and event-like structures indicates it is part of a campaign event.
/content/posts/atesgurpinar/2021-09-19_08-42-11_UTC_1.jpg;Campaign Event;Campaign Event;The image shows a large crowd gathered in a public square, indicating a political event or rally. This aligns with the characteristics of a campaign event, where people gather to support or listen to political speeches.
/content/posts/robert.habeck/2021-09-16_10-06-22_UTC_3.jpg;Campaign Event;Campaign Event;The image shows a crowd or spectators at an event, which aligns with the characteristics of a campaign event.
/content/images/upload_s3/fw_bayern_22-09-2021_00:00_video0.jpeg;Social Media Moderation;Social Media Moderation;The image shows a person engaging directly with the camera in a casual, non-studio setting, likely encouraging voting. This fits the criteria for Social Media Moderation.
/content/images/upload_s3/fw_bayern_18-09-2021_00:00_video0.jpeg;Social Media Moderation;Social Media Moderation;The image shows a person engaging directly with the camera in a casual, improvised manner, likely in a non-studio setting, which aligns with social media interaction.
/content/posts/spdde/2021-09-24_17-55-02_UTC_5.jpg;Campaign Material;Campaign Material;The image shows a bag with campaign branding ('SPD') among fruit, indicating it is a piece of campaign material.
/content/posts/spdde/2021-09-24_17-55-02_UTC_2.jpg;Campaign Material;Campaign Material;The image shows a person putting up a campaign poster, which is a form of campaign material.
/content/posts/abaerbock/2021-09-14_10-00-20_UTC_4.jpg;Campaign Event;Campaign Event;The image shows a large crowd gathered in a public space, which is indicative of a political event or rally.
/content/images/upload_s3/armin_laschet_17-09-2021_00:00_video11.jpeg;Campaign Event;Campaign Event;The image shows a crowd gathering in a public square, which suggests a political event or rally setting.
/content/images/upload_s3/grey_gor_14-09-2021_00:00_video0.jpeg;Review;Behind The Scenes;The image shows a computer screen with text and a keyboard, indicating an ongoing faction meeting. It provides a behind-the-scenes look at the work involved in political activities.
/content/images/upload_s3/christlichsozialeunion_24-09-2021_00:00_video5.jpeg;Behind The Scenes;Collage;The image contains a combination of text and a photograph, which is indicative of a collage. It includes location information and event details, typical of promotional or informational collages.
/content/posts/olafscholz/2021-09-18_11-33-33_UTC.jpg;Review;Review;The image shows individuals working in a workshop setting, which does not fit into any of the predefined categories related to the 2021 German federal election campaign.
/content/posts/christlichsozialeunion/2021-09-15_13-08-15_UTC.jpg;Review;Media Work;The image shows a person in a setting that resembles a studio or controlled environment, likely for a media interview or statement.
/content/images/upload_s3/susanne_hennig_wellsow_24-09-2021_00:00_video2.jpeg;Review;Campaign Event;The image shows a panel of people speaking in a formal setting, likely a discussion or debate, which fits the context of a political event.
/content/images/upload_s3/engin_eroglu__17-09-2021_00:00_video0.jpeg;Review;Collage;The image contains a combination of text and a photograph of a building, which does not document a real-world event directly.
/content/images/upload_s3/abaerbock_23-09-2021_00:00_image1.jpeg;Review;Review;The image shows a building with a clock tower and text indicating a location and a personal note. It does not fit into any specific category related to campaign activities, media work, or voter interaction.
/content/images/upload_s3/markus.soeder_18-09-2021_00:00_video2.jpeg;Review;Campaign Event;The image shows a stage setup for a speech or event, indicated by the text about a speech at a stadium tour. This aligns with the context of a political event.
/content/images/upload_s3/abaerbock_26-09-2021_00:00_video3.jpeg;Review;Collage;The image contains a combination of text and a photograph, which is typical for campaign-related promotional content.
/content/images/upload_s3/robert.habeck_26-09-2021_00:00_video2.jpeg;Review;Review;The image shows a street scene with people, possibly indicating a campaign booth or event location, but without clear evidence of campaign materials or a specific event setup.
/content/images/upload_s3/nicola_beer_24-09-2021_00:00_image3.jpeg;Campaign Material;Campaign Event;The image shows a political event with people speaking in front of a crowd, indicating a campaign event setting.
/content/images/upload_s3/nicola_beer_24-09-2021_00:00_video9.jpeg;Campaign Material;Campaign Event;The image shows a group of politicians standing together in a public space, likely during a campaign event, as indicated by the presence of campaign materials and the context of the gathering.
/content/posts/markus.soeder/2021-09-17_11-45-11_UTC_2.jpg;Review;Behind The Scenes;The image shows two individuals in a casual setting, likely having a meal together. This does not fit into categories like Media Work, Campaign Event, or Individual Voter Contact. It appears to be a more informal, behind-the-scenes moment.
/content/posts/spdde/2021-09-14_15-07-56_UTC.jpg;Review;Social Media Moderation;The image shows a person engaging directly with the camera in a casual manner, likely discussing or reacting to an event, without professional broadcasting equipment visible. The text 'STIMMUNG ZUM TRIELL' suggests a personal commentary or reaction.
/content/images/upload_s3/saskiaesken_17-09-2021_00:00_image3.jpeg;Review;Social Media Moderation;The image shows a person speaking in a casual setting, likely discussing political topics, with text overlay providing context. It does not appear to be a formal event or media work.
/content/images/upload_s3/robert.habeck_23-09-2021_00:00_image7.jpeg;Behind The Scenes;Behind The Scenes;The image shows a person in a casual setting interacting with a dog, which suggests a more informal, behind-the-scenes moment rather than a formal event or media work.
/content/images/upload_s3/olafscholz_19-09-2021_00:00_image2.jpeg;Review;Social Media Moderation;The image shows a young person in a casual setting with text overlay, likely indicating a question asked during a campaign event or informal interaction. It does not depict a politician interacting directly with voters, nor does it show campaign materials or media work.
/content/images/upload_s3/armin_laschet_21-09-2021_00:00_video5.jpeg;Media Work;Media Work;The image shows a politician speaking at a podium with a backdrop featuring a political party logo, indicating a formal setting like a press conference.
/content/images/upload_s3/cdu_21-09-2021_00:00_video2.jpeg;Media Work;Media Work;The image shows a politician speaking at a press conference, which is a media-related event.
/content/images/upload_s3/armin_laschet_13-09-2021_00:00_video5.jpeg;Media Work;Media Work;The image shows a politician in a TV studio setting, likely during a televised debate or interview, which fits the criteria for media-related content.
/content/posts/cdu/2021-09-12_19-01-42_UTC.jpg;Media Work;Collage;The image contains a combination of text and a background that resembles a newspaper, but it is not a screenshot of an actual newspaper or a still from a TV interview. It is designed to convey a message or statement.
/content/images/upload_s3/armin_laschet_23-09-2021_00:00_image1.jpeg;Media Work;Media Work;The image is a screenshot of an online newspaper article featuring an interview, which fits the criteria for media work.
/content/images/upload_s3/christlichsozialeunion_13-09-2021_00:00_video2.jpeg;Media Work;Collage;The image is a combination of text and an image, resembling a social media post or a screenshot of an online article, which fits the criteria for a collage.
/content/images/upload_s3/armin_laschet_20-09-2021_00:00_video2.jpeg;Media Work;Media Work;The image is a still from a TV interview or debate, which fits the criteria for media work.
/content/images/upload_s3/markus.soeder_24-09-2021_00:00_video0.jpeg;Media Work;Media Work;The image is a screenshot of an online newspaper or TV interview, which fits the criteria for Media Work.
/content/images/upload_s3/spdde_21-09-2021_00:00_video0.jpeg;Media Work;Media Work;The image is a still from a TV interview or debate, as indicated by the format and the presence of TV channel graphics.
/content/images/upload_s3/armin_laschet_20-09-2021_00:00_video3.jpeg;Media Work;Media Work;The image shows a person in a TV studio setting, likely during a media interview or talk show, as indicated by the 'LIVE' and 'Quelle: SAT.1' text, which suggests a broadcast context.
/content/images/upload_s3/die_gruenen_20-09-2021_00:00_image6.jpeg;Media Work;Media Work;The image shows a still from a TV interview or similar event, with a combination of text and images.
/content/images/upload_s3/armin_laschet_21-09-2021_00:00_video0.jpeg;Media Work;Media Work;The image is a still from a TV interview or similar event, featuring a politician in a media setting.
/content/images/upload_s3/cdu_23-09-2021_00:00_video2.jpeg;Behind The Scenes;Individual Voter Contact;The image shows a politician walking in a public area, likely interacting with people or moving between events, which fits the context of informal, off-stage activities.
/content/posts/spdde/2021-09-13_10-51-14_UTC_1.jpg;Collage;Collage;The image contains a combination of text, a logo, and a photograph, which fits the criteria for a collage.
/content/posts/spdde/2021-09-20_12-42-02_UTC_2.jpg;Collage;Collage;The image contains a combination of text and a graphic design element, which is typical of a collage. It does not document a real-world event or interaction.
/content/images/upload_s3/robert.habeck_23-09-2021_00:00_video3.jpeg;Collage;Social Media Moderation;The image shows a casual interaction, likely in a non-studio setting, with text overlay indicating a discussion. It does not appear to be a formal media work or campaign event.
/content/images/upload_s3/spdde_26-09-2021_00:00_video0.jpeg;Collage;Review;The image is a solid red color with no discernible content related to the election campaign.
/content/posts/atesgurpinar/2021-09-24_11-50-25_UTC.jpg;Collage;Collage;The image contains a combination of text and a photograph, resembling a media excerpt or promotional material with a quote and branding.
/content/posts/fw_bayern/2021-09-25_05-10-14_UTC.jpg;Collage;Collage;The image contains a combination of text, a logo, and a picture, which fits the criteria for a collage.
/content/posts/olafscholz/2021-09-24_19-32-36_UTC.jpg;Collage;Collage;The image primarily contains text with a political message, without any photographs or real-world event documentation.
/content/posts/cdu/2021-09-12_19-45-25_UTC.jpg;Collage;Collage;The image contains a combination of text, a logo, and a photograph of a politician, which fits the criteria for a collage.
/content/posts/spdde/2021-09-17_09-18-30_UTC.jpg;Collage;Collage;The image contains a combination of text and a photograph, with added graphic elements like a party hat, which fits the criteria for a collage.
/content/posts/cdu/2021-09-13_15-31-45_UTC.jpg;Collage;Collage;The image primarily contains a combination of text and logos, without photographs documenting real-world events.
/content/posts/atesgurpinar/2021-09-21_14-45-46_UTC_4.jpg;Collage;Collage;The image contains a combination of text and graphics, including a political message and party logo, which fits the criteria for a collage.
/content/posts/engin_eroglu_/2021-09-13_15-00-22_UTC_2.jpg;Collage;Collage;The image primarily contains text and logos, without photographs documenting real-world events. It appears to be a graphic design rather than a media screenshot or TV still.
/content/posts/fdp/2021-09-23_13-15-04_UTC.jpg;Collage;Collage;The image contains a combination of text and a photograph, which is typical of a collage format used in campaign materials.
/content/posts/fdp/2021-09-24_10-01-04_UTC.jpg;Collage;Collage;The image contains a combination of text, images, and logos, which fits the criteria for a collage.
/content/posts/cdu/2021-09-19_15-47-44_UTC.jpg;Collage;Collage;The image primarily contains text and a logo, promoting a TV event.
/content/posts/cdu/2021-09-23_08-30-03_UTC.jpg;Collage;Collage;The image primarily contains text and graphics promoting a political message, which fits the criteria for a collage.
/content/posts/die_gruenen/2021-09-16_13-34-10_UTC_1.jpg;Collage;Collage;The image primarily contains a combination of text, images, and logos, which is characteristic of a collage.
/content/posts/armin_laschet/2021-09-24_18-27-21_UTC.jpg;Collage;Collage;The image features a politician speaking at a podium with text overlay, which combines elements of a photograph and graphic design.
/content/posts/christlichsozialeunion/2021-09-20_13-23-24_UTC_1.jpg;Collage;Collage;The image primarily contains text and a logo, which is typical of campaign materials designed to convey a specific message or slogan.
/content/posts/fdp/2021-09-24_08-01-16_UTC.jpg;Collage;Collage;The image primarily contains a combination of text and graphics, focusing on a political message rather than documenting a real-world event.
/content/posts/cdu/2021-09-13_14-31-41_UTC.jpg;Collage;Collage;The image primarily contains text and a logo, which is characteristic of campaign materials designed to convey a political message or policy proposal.
/content/posts/christlichsozialeunion/2021-09-22_14-02-34_UTC.jpg;Collage;Collage;The image contains a combination of text, images, and logos, which is characteristic of campaign materials designed to convey a specific message or policy proposal.
/content/posts/fdp/2021-09-24_16-01-51_UTC.jpg;Collage;Collage;The image contains a combination of text and a graphic element, which is typical of a collage. It does not depict a real-world event or setting.
/content/posts/die_gruenen/2021-09-15_12-42-23_UTC_2.jpg;Collage;Collage;The image primarily contains text and a logo, which is characteristic of campaign materials designed to convey a political message or slogan.
/content/posts/dielinke/2021-09-21_11-23-59_UTC.jpg;Collage;Collage;The image contains a combination of text, images, and logos, which is characteristic of a collage. It is not a screenshot of an online newspaper or a still from a TV interview.
/content/posts/spdde/2021-09-12_19-52-28_UTC.jpg;Collage;Collage;The image primarily contains a combination of text and images, including a logo, which fits the criteria for a collage.
/content/posts/fdp/2021-09-25_07-01-29_UTC_2.jpg;Collage;Collage;The image is a combination of text, graphics, and logos, which fits the criteria for a collage.
/content/posts/olafscholz/2021-09-25_16-17-50_UTC.jpg;Collage;Collage;The image contains a combination of text and a picture, which is typical of a collage. It is not a screenshot of an online newspaper or a still from a TV interview.
/content/posts/cdu/2021-09-26_10-45-51_UTC.jpg;Collage;Collage;The image primarily contains text and is designed as a graphic with a political message, which fits the criteria for a collage.
/content/posts/cdu/2021-09-26_06-17-33_UTC.jpg;Collage;Collage;The image primarily contains text and a logo, which fits the criteria for a collage.
/content/posts/cdu/2021-09-12_19-31-39_UTC.jpg;Collage;Collage;The image primarily contains a combination of text and logos, which is characteristic of a collage.
/content/images/upload_s3/fw_bayern_16-09-2021_00:00_image1.jpeg;Collage;Campaign Event;The image shows a setting for a podium discussion, which is a formal event context. It includes a reserved sign and materials for the discussion, indicating preparation for a public speaking event.
/content/images/upload_s3/die_gruenen_23-09-2021_00:00_video2.jpeg;Collage;Collage;The image primarily contains text and graphic elements, which fits the criteria for a collage.
/content/images/upload_s3/engin_eroglu__17-09-2021_00:00_image4.jpeg;Collage;Campaign Event;The image shows a group of people posing in front of a banner for a political party, likely indicating a formal gathering or announcement related to the campaign.
/content/images/upload_s3/engin_eroglu__25-09-2021_00:00_video1.jpeg;Collage;Collage;The image primarily contains a combination of text and logos, which fits the criteria for a collage.
/content/images/upload_s3/cdu_23-09-2021_00:00_video8.jpeg;Collage;Collage;The image primarily contains a combination of text, logos, and graphics, resembling a digital design rather than a real-world event.
/content/images/upload_s3/abaerbock_16-09-2021_00:00_image5.jpeg;Collage;Collage;The image primarily contains a combination of text and images, focusing on a policy statement or information rather than documenting a real-world event.
/content/images/upload_s3/abaerbock_13-09-2021_00:00_image3.jpeg;Collage;Media Work;The image shows a person at a podium, likely in a studio or media setting, with text overlay. This suggests a formal setting such as a press conference or media interview.
/content/images/upload_s3/engin_eroglu__18-09-2021_00:00_video0.jpeg;Collage;Collage;The image contains a combination of text and images, including a poll result and commentary, which fits the criteria for a collage.
/content/images/upload_s3/christlichsozialeunion_23-09-2021_00:00_video11.jpeg;Collage;Social Media Moderation;The image shows a person engaging directly with the camera in a casual manner, likely in a non-studio setting, with added digital elements like scores and icons, suggesting a playful or informal interaction typical of social media content.
/content/images/upload_s3/christianlindner_24-09-2021_00:00_image2.jpeg;Collage;Collage;The image contains a combination of text and images, promoting a TV event related to the election.
/content/images/upload_s3/christlichsozialeunion_26-09-2021_00:00_image2.jpeg;Collage;Collage;The image primarily contains a combination of text, logos, and a graphic design element, which fits the criteria for a collage.
/content/images/upload_s3/engin_eroglu__24-09-2021_00:00_video1.jpeg;Collage;Campaign Material;The image contains a combination of text and graphics promoting a political party, which fits the criteria for campaign materials.
/content/images/upload_s3/fw_bayern_18-09-2021_00:00_image2.jpeg;Collage;Collage;The image primarily contains a combination of text, images, and logos, which is indicative of promotional material for an event.
/content/images/upload_s3/spdde_20-09-2021_00:00_image4.jpeg;Collage;Collage;The image contains a combination of text, images, and logos, which fits the criteria for a collage.
/content/images/upload_s3/nicola_beer_24-09-2021_00:00_video10.jpeg;Collage;Campaign Event;The image shows a group of people, likely politicians, interacting in a public space, which suggests an informal gathering or event.
/content/images/upload_s3/afd.bund_22-09-2021_00:00_video1.jpeg;Collage;Review;The image appears to be a still from a video related to a campaign event, as indicated by the text 'Wahlkampf in Recklinghausen'. However, it does not show a stage, politician, or crowd directly, which are typical indicators of a campaign event.
/content/images/upload_s3/fw_bayern_18-09-2021_00:00_video2.jpeg;Collage;Collage;The image primarily contains a combination of text, images, and logos, which fits the criteria for a collage.
/content/images/upload_s3/armin_laschet_16-09-2021_00:00_image0.jpeg;Collage;Media Work;The image shows a setting that resembles a press conference or media event, with individuals speaking at podiums. This aligns with the characteristics of a media work setting.
/content/images/upload_s3/markus.soeder_16-09-2021_00:00_video2.jpeg;Collage;Collage;The image contains a combination of text and a picture of a politician, which fits the criteria for a collage.
/content/images/upload_s3/die_gruenen_25-09-2021_00:00_video40.jpeg;Collage;Collage;The image contains a combination of text and a photograph, which is typical of a collage. It features a quote and a visual element, aligning with the characteristics of a collage.
/content/images/upload_s3/die_gruenen_17-09-2021_00:00_image6.jpeg;Collage;Collage;The image contains a combination of text and a graphic element, which fits the criteria for a collage.
/content/images/upload_s3/fw_bayern_25-09-2021_00:00_image3.jpeg;Collage;Collage;The image contains a combination of text, logos, and a picture of a candidate, which is typical of campaign materials designed to promote a political message or candidate.
/content/images/upload_s3/christlichsozialeunion_26-09-2021_00:00_image3.jpeg;Collage;Collage;The image contains a combination of text, images, and logos, which is characteristic of campaign materials designed to convey a political message.
/content/images/upload_s3/armin_laschet_22-09-2021_00:00_image1.jpeg;Collage;Collage;The image contains a combination of text, logos, and a photograph, which is typical of promotional or informational content rather than a real-world event documentation.
/content/images/upload_s3/dielinke_25-09-2021_00:00_video8.jpeg;Collage;Collage;The image contains a combination of text and a picture, promoting a political message related to the election campaign.
/content/images/upload_s3/fw_bayern_24-09-2021_00:00_video6.jpeg;Collage;Media Work;The image shows a person at a media-related location, specifically a visit to a newspaper office, which aligns with media work activities.
/content/images/upload_s3/afd.bund_20-09-2021_00:00_image0.jpeg;Collage;Campaign Material;The image shows two individuals at a campaign booth with promotional materials, such as balloons and snacks, set up in a scenic outdoor location. This aligns with the depiction of real campaign materials.
/content/images/upload_s3/christlichsozialeunion_24-09-2021_00:00_video10.jpeg;Collage;Collage;The image contains a combination of text and graphics, comparing the policies of two political parties, which fits the criteria for a collage.
/content/images/upload_s3/fw_bayern_18-09-2021_00:00_video1.jpeg;Collage;Collage;The image contains a combination of text, images, and logos, which is typical of a promotional or informational graphic rather than a photograph of a real-world event.
/content/posts/die_gruenen/2021-09-13_12-11-28_UTC.jpg;Collage;Campaign Material;The image shows individuals distributing campaign materials, such as flyers, which are real campaign materials.
/content/images/upload_s3/afd.bund_21-09-2021_00:00_video0.jpeg;Collage;Collage;The image primarily contains a combination of text and logos, which fits the criteria for a collage.
/content/images/upload_s3/grey_gor_18-09-2021_00:00_video0.jpeg;Collage;Collage;The image contains a combination of text, images, logos, and pictures, resembling a promotional or informational collage.
/content/images/upload_s3/olafscholz_16-09-2021_00:00_image0.jpeg;Collage;Collage;The image contains a combination of text, images, and logos, and it appears to be a promotional graphic for a TV show or interview.
/content/posts/armin_laschet/2021-09-18_19-12-07_UTC_3.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting with a child in a personal and informal setting, which aligns with the criteria for Individual Voter Contact.
/content/posts/armin_laschet/2021-09-23_13-50-48_UTC_4.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting with a person by taking a selfie, which is an example of off-stage interaction with voters.
/content/posts/christianlindner/2021-09-17_19-33-56_UTC_7.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting directly with a voter, which fits the criteria for Individual Voter Contact.
/content/posts/armin_laschet/2021-09-13_17-02-10_UTC_2.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting with people, likely in a public setting, with signs and a microphone present, indicating direct engagement with voters.
/content/images/upload_s3/cdu_22-09-2021_00:00_image1.jpeg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting with people in a public setting, which aligns with the criteria for Individual Voter Contact.
/content/images/upload_s3/spdde_20-09-2021_00:00_video7.jpeg;Individual Voter Contact;Behind The Scenes;The image shows a behind-the-scenes moment with people interacting in a casual setting, likely after an event.
/content/images/upload_s3/abaerbock_24-09-2021_00:00_video0.jpeg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting with people in a casual setting, likely engaging with voters or supporters.
/content/images/upload_s3/olafscholz_26-09-2021_00:00_video0.jpeg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting with people in a public setting, likely engaging with voters directly.
/content/images/upload_s3/nicola_beer_24-09-2021_00:00_video3.jpeg;Individual Voter Contact;Campaign Event;The image shows a group of people gathered in an outdoor setting, likely engaging in conversation. This suggests a political event or gathering, but without a stage or formal speech area visible.
/content/posts/markus.soeder/2021-09-18_10-05-35_UTC_3.jpg;Individual Voter Contact;Campaign Material;The image shows people holding a campaign poster, which is a form of campaign material.
/content/posts/christianlindner/2021-09-21_14-50-34_UTC_3.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting with a person in a crowd, suggesting a personal engagement off-stage.
/content/posts/spdde/2021-09-24_17-55-02_UTC_7.jpg;Individual Voter Contact;Campaign Material;The image shows a person interacting with a child at a campaign booth, which includes campaign materials like balloons and signs. This setting indicates the distribution of campaign materials.
/content/posts/cdu/2021-09-25_13-50-24_UTC_4.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting with people in a casual setting, likely engaging with voters directly.
/content/posts/abaerbock/2021-09-15_13-20-23_UTC_1.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting with a child in a personal and informal manner, which is characteristic of off-stage interactions.
/content/posts/cdu/2021-09-21_18-48-32_UTC_5.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting with people in a casual setting, likely engaging with voters directly.
/content/images/upload_s3/christlichsozialeunion_18-09-2021_00:00_video17.jpeg;Individual Voter Contact;Campaign Event;The image shows people seated in a stadium setting, likely preparing for or attending an event. This context suggests a gathering or event related to the campaign.
/content/images/upload_s3/fw_bayern_25-09-2021_00:00_image2.jpeg;Individual Voter Contact;Social Media Moderation;The image shows a casual meeting setting with people engaging directly with the camera, suggesting an informal interaction. The presence of text overlays indicates a social media context.
/content/posts/abaerbock/2021-09-24_17-49-01_UTC_5.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician taking a selfie with people, indicating interaction with voters off-stage.
/content/posts/abaerbock/2021-09-24_11-50-01_UTC_2.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting with a group of people, likely taking a selfie, which indicates direct engagement with voters.
/content/posts/armin_laschet/2021-09-23_13-50-48_UTC_5.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting with children in a casual setting, which indicates direct engagement with individuals off-stage.
/content/images/upload_s3/engin_eroglu__16-09-2021_00:00_video2.jpeg;Individual Voter Contact;Behind The Scenes;The image shows people walking in a hallway, likely in a behind-the-scenes context, as it involves a visit to the parliament with guests.
/content/images/upload_s3/armin_laschet_17-09-2021_00:00_image5.jpeg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting with a group of people, likely voters, in an informal setting. This interaction suggests a personal engagement with the public.
/content/images/upload_s3/armin_laschet_19-09-2021_00:00_image5.jpeg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting with people in a casual setting, likely taking selfies and engaging with the crowd.
/content/posts/abaerbock/2021-09-13_19-36-55_UTC_3.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting with a child in a casual, off-stage setting, which is characteristic of personal engagement with voters.
/content/posts/cdu/2021-09-20_16-32-49_UTC_4.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting with people in an informal setting, likely engaging in conversation and connecting with individuals.
/content/posts/nicola_beer/2021-09-22_14-59-21_UTC.jpg;Individual Voter Contact;Behind The Scenes;The image shows a group of people posing together in a casual setting, which does not fit the criteria for campaign events, media work, or other specific categories. It appears to be a more informal gathering.
/content/posts/saskiaesken/2021-09-25_15-04-13_UTC_2.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting with people in a public space, which aligns with the criteria for 'Individual Voter Contact'.
/content/posts/cdu/2021-09-18_13-19-15_UTC_8.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting with people in an informal setting, likely engaging in conversation or greeting them, which fits the context of direct voter interaction.
/content/posts/armin_laschet/2021-09-22_14-55-06_UTC_3.jpg;Individual Voter Contact;Behind The Scenes;The image shows a group of people sitting around a table, likely in a meeting or discussion setting. There is no indication of a stage, media work, or direct voter interaction. It appears to be a more informal, behind-the-scenes look at a meeting or discussion.
/content/posts/abaerbock/2021-09-25_15-05-02_UTC_2.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting with a supporter in a casual setting, which aligns with the criteria for Individual Voter Contact.
/content/posts/armin_laschet/2021-09-23_13-50-48_UTC_6.jpg;Individual Voter Contact;Individual Voter Contact;The image shows a politician interacting with people off-stage, signing autographs and engaging with the public.
/content/images/upload_s3/abaerbock_16-09-2021_00:00_image1.jpeg;Individual Voter Contact;Social Media Moderation;The image shows a casual interaction between people, likely in a non-studio setting, with a focus on a personal question and answer. This suggests a more informal, social media-oriented engagement.
